trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,fixation.started,fixation.stopped,sceneImg.started,sceneImg.stopped,scenedirectirect.started,scenedirect.stopped,participant,session,date,expName,psychopyVersion,
,,,,12.97294140001759,None,41.58969480008818,42.58984629996121,42.58984629996121,None,None,None,,,,,,
