trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,scene,environment,Instruct.started,Instruct.stopped,fixation.started,fixation.stopped,sceneImg.started,sceneImg.stopped,scenedirectirect.started,scenedirect.stopped,participant,session,date,expName,psychopyVersion,
,,,,,,13.922152500133961,None,57.09584440011531,64.02618920011446,58.09219850017689,61.10197600000538,64.02618920011446,None,,,,,,
