trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,scene,environment,Instruct.started,Instruct.stopped,fixation.started,fixation.stopped,sceneImg.started,sceneImg.stopped,scenedirectirect.started,scenedirect.stopped,participant,session,date,expName,psychopyVersion,
,,,,,,10.590017100097612,None,55.95266319997609,61.91531469998881,56.94939410011284,59.94917939999141,61.91531469998881,None,,,,,,
