trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,scene,environment,Instruct.started,Instruct.stopped,fixation.started,fixation.stopped,sceneImg.started,sceneImg.stopped,scenedirectirect.started,scenedirect.stopped,participant,session,date,expName,psychopyVersion,
,,,,,,12.943191799800843,None,21.70518509997055,25.62685179989785,22.693882699823007,None,25.62685179989785,None,,,,,,
