trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,fixation.started,fixation.stopped,sceneImg.started,sceneImg.stopped,participant,session,date,expName,psychopyVersion,
,,,,11.321398899890482,None,40.523390599992126,44.44398949993774,41.51002249983139,None,,,,,,
