trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,scene,environment,Instruct.started,Instruct.stopped,fixation.started,fixation.stopped,sceneImg.started,sceneImg.stopped,scenedirectirect.started,scenedirect.stopped,participant,session,date,expName,psychopyVersion,
,,,,,,13.496258100029081,None,22.429611699888483,26.36930439993739,23.419847199926153,None,26.36930439993739,None,,,,,,
