trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,fixation.started,fixation.stopped,sceneImg.started,sceneImg.stopped,scenedirectirect.started,scenedirect.stopped,participant,session,date,expName,psychopyVersion,
,,,,13.381177499890327,None,55.91146399988793,61.846188799943775,56.90512429992668,59.91985780000687,61.846188799943775,None,,,,,,
