subj,sess,scene,trial,stimOn,questOn,response,rt,correctNum,%accuracy
5,1,scenes/studio1.jpg,1,0.5108861001208425,3.548616599990055,i,1.3321002000011504,1,100.0
5,1,scenes/woods1.jpg,2,8.123296600067988,11.178524899994954,i,1.3321002000011504,1,50.0
5,1,scenes/waves1.jpg,3,15.75469720014371,18.812025000108406,i,1.3321002000011504,1,33.33333333333333
5,1,scenes/waterfall1.jpg,4,23.380330299958587,26.439878300065175,i,0.7340228001121432,1,25.0
5,1,scenes/toystore1.jpg,5,31.017561600077897,34.07268750015646,i,0.5988537000957876,2,40.0
5,1,scenes/warehouse1.jpg,6,38.64682100014761,41.70218410016969,i,1.299028400098905,3,50.0
